area_name,area_code,date,new_cases,total_cases
Southwark,E09000028,2020-07-09,1,1445
Sutton,E09000029,2020-07-09,3,1008
Tower Hamlets,E09000030,2020-07-09,6,816
Waltham Forest,E09000031,2020-07-09,2,1020
Wandsworth,E09000032,2020-07-09,1,1159
Westminster,E09000033,2020-07-09,4,786
Barking and Dagenham,E09000002,2020-07-10,1,709
Barnet,E09000003,2020-07-10,1,1600
Bexley,E09000004,2020-07-10,1,1063
Brent,E09000005,2020-07-10,0,1740
Bromley,E09000006,2020-07-10,1,1520
Camden,E09000007,2020-07-10,0,698
Croydon,E09000008,2020-07-10,1,1861
Ealing,E09000009,2020-07-10,2,1567
Enfield,E09000010,2020-07-10,0,1190
Greenwich,E09000011,2020-07-10,1,947
Hackney and City of London,E09000012,2020-07-10,4,825
Hammersmith and Fulham,E09000013,2020-07-10,0,757
Haringey,E09000014,2020-07-10,3,761
Harrow,E09000015,2020-07-10,2,1276
Havering,E09000016,2020-07-10,2,946
Hillingdon,E09000017,2020-07-10,0,1112
Hounslow,E09000018,2020-07-10,3,1066
Islington,E09000019,2020-07-10,0,559
Kensington and Chelsea,E09000020,2020-07-10,1,566
Kingston upon Thames,E09000021,2020-07-10,2,739
Lambeth,E09000022,2020-07-10,1,1366
Lewisham,E09000023,2020-07-10,0,1201
Merton,E09000024,2020-07-10,1,938
Newham,E09000025,2020-07-10,2,1274
Redbridge,E09000026,2020-07-10,2,1122
Richmond upon Thames,E09000027,2020-07-10,0,538
Southwark,E09000028,2020-07-10,2,1447
Sutton,E09000029,2020-07-10,0,1008
Tower Hamlets,E09000030,2020-07-10,1,817
Waltham Forest,E09000031,2020-07-10,0,1020
Wandsworth,E09000032,2020-07-10,4,1163
Westminster,E09000033,2020-07-10,2,788
Barking and Dagenham,E09000002,2020-07-11,0,709
Barnet,E09000003,2020-07-11,2,1602
Bexley,E09000004,2020-07-11,1,1064
Brent,E09000005,2020-07-11,0,1740
Bromley,E09000006,2020-07-11,0,1520
Camden,E09000007,2020-07-11,0,698
Croydon,E09000008,2020-07-11,1,1862
Ealing,E09000009,2020-07-11,1,1568
Enfield,E09000010,2020-07-11,0,1190
Greenwich,E09000011,2020-07-11,1,948
Hackney and City of London,E09000012,2020-07-11,2,827
Hammersmith and Fulham,E09000013,2020-07-11,0,757
Haringey,E09000014,2020-07-11,0,761
Harrow,E09000015,2020-07-11,1,1277
Havering,E09000016,2020-07-11,0,946
Hillingdon,E09000017,2020-07-11,1,1113
Hounslow,E09000018,2020-07-11,1,1067
Islington,E09000019,2020-07-11,0,559
Kensington and Chelsea,E09000020,2020-07-11,0,566
Kingston upon Thames,E09000021,2020-07-11,0,739
Lambeth,E09000022,2020-07-11,1,1367
Lewisham,E09000023,2020-07-11,0,1201
Merton,E09000024,2020-07-11,2,940
Newham,E09000025,2020-07-11,2,1276
Redbridge,E09000026,2020-07-11,0,1122
Richmond upon Thames,E09000027,2020-07-11,0,538
Southwark,E09000028,2020-07-11,0,1447
Sutton,E09000029,2020-07-11,0,1008
Tower Hamlets,E09000030,2020-07-11,0,817
Waltham Forest,E09000031,2020-07-11,2,1022
Wandsworth,E09000032,2020-07-11,1,1164
Westminster,E09000033,2020-07-11,0,788
Barking and Dagenham,E09000002,2020-07-12,1,710
Barnet,E09000003,2020-07-12,4,1606
Bexley,E09000004,2020-07-12,3,1067
Brent,E09000005,2020-07-12,2,1742
Bromley,E09000006,2020-07-12,0,1520
Camden,E09000007,2020-07-12,1,699
Croydon,E09000008,2020-07-12,1,1863
Ealing,E09000009,2020-07-12,2,1570
Enfield,E09000010,2020-07-12,0,1190
Greenwich,E09000011,2020-07-12,1,949
Hackney and City of London,E09000012,2020-07-12,3,830
Hammersmith and Fulham,E09000013,2020-07-12,0,757
Haringey,E09000014,2020-07-12,2,763
Harrow,E09000015,2020-07-12,1,1278
Havering,E09000016,2020-07-12,1,947
Hillingdon,E09000017,2020-07-12,3,1116
Hounslow,E09000018,2020-07-12,3,1070
Islington,E09000019,2020-07-12,2,561
Kensington and Chelsea,E09000020,2020-07-12,0,566
Kingston upon Thames,E09000021,2020-07-12,0,739
Lambeth,E09000022,2020-07-12,0,1367
Lewisham,E09000023,2020-07-12,0,1201
Merton,E09000024,2020-07-12,0,940
Newham,E09000025,2020-07-12,3,1279
Redbridge,E09000026,2020-07-12,0,1122
Richmond upon Thames,E09000027,2020-07-12,0,538
Southwark,E09000028,2020-07-12,0,1447
Sutton,E09000029,2020-07-12,1,1009
Tower Hamlets,E09000030,2020-07-12,0,817
Waltham Forest,E09000031,2020-07-12,0,1022
Wandsworth,E09000032,2020-07-12,1,1165
Westminster,E09000033,2020-07-12,3,791
Barking and Dagenham,E09000002,2020-07-13,1,711
Barnet,E09000003,2020-07-13,9,1615
Bexley,E09000004,2020-07-13,2,1069
Brent,E09000005,2020-07-13,1,1743
Bromley,E09000006,2020-07-13,1,1521
Camden,E09000007,2020-07-13,3,702
Croydon,E09000008,2020-07-13,0,1863
Ealing,E09000009,2020-07-13,2,1572
Enfield,E09000010,2020-07-13,6,1196
Greenwich,E09000011,2020-07-13,2,951
Hackney and City of London,E09000012,2020-07-13,8,838
Hammersmith and Fulham,E09000013,2020-07-13,1,758
Haringey,E09000014,2020-07-13,4,767
Harrow,E09000015,2020-07-13,1,1279
Havering,E09000016,2020-07-13,1,948
Hillingdon,E09000017,2020-07-13,1,1117
Hounslow,E09000018,2020-07-13,3,1073
Islington,E09000019,2020-07-13,1,562
Kensington and Chelsea,E09000020,2020-07-13,0,566
Kingston upon Thames,E09000021,2020-07-13,2,741
Lambeth,E09000022,2020-07-13,2,1369
Lewisham,E09000023,2020-07-13,2,1203
Merton,E09000024,2020-07-13,2,942
Newham,E09000025,2020-07-13,7,1286
Redbridge,E09000026,2020-07-13,6,1128
Richmond upon Thames,E09000027,2020-07-13,1,539
Southwark,E09000028,2020-07-13,3,1450
Sutton,E09000029,2020-07-13,1,1010
Tower Hamlets,E09000030,2020-07-13,2,819
Waltham Forest,E09000031,2020-07-13,3,1025
Wandsworth,E09000032,2020-07-13,5,1170
Westminster,E09000033,2020-07-13,1,792
Barking and Dagenham,E09000002,2020-07-14,2,713
Barnet,E09000003,2020-07-14,1,1616
Bexley,E09000004,2020-07-14,2,1071
Brent,E09000005,2020-07-14,2,1745
Bromley,E09000006,2020-07-14,1,1522
Camden,E09000007,2020-07-14,0,702
Croydon,E09000008,2020-07-14,1,1864
Ealing,E09000009,2020-07-14,2,1574
Enfield,E09000010,2020-07-14,3,1199
Greenwich,E09000011,2020-07-14,0,951
Hackney and City of London,E09000012,2020-07-14,12,850
Hammersmith and Fulham,E09000013,2020-07-14,0,758
Haringey,E09000014,2020-07-14,1,768
Harrow,E09000015,2020-07-14,3,1282
Havering,E09000016,2020-07-14,7,955
Hillingdon,E09000017,2020-07-14,1,1118
Hounslow,E09000018,2020-07-14,2,1075
Islington,E09000019,2020-07-14,2,564
Kensington and Chelsea,E09000020,2020-07-14,0,566
Kingston upon Thames,E09000021,2020-07-14,1,742
Lambeth,E09000022,2020-07-14,3,1372
Lewisham,E09000023,2020-07-14,4,1207
Merton,E09000024,2020-07-14,0,942
Newham,E09000025,2020-07-14,3,1289
Redbridge,E09000026,2020-07-14,1,1129
Richmond upon Thames,E09000027,2020-07-14,0,539
Southwark,E09000028,2020-07-14,1,1451
Sutton,E09000029,2020-07-14,2,1012
Tower Hamlets,E09000030,2020-07-14,0,819
Waltham Forest,E09000031,2020-07-14,4,1029
Wandsworth,E09000032,2020-07-14,1,1171
Westminster,E09000033,2020-07-14,0,792
Barking and Dagenham,E09000002,2020-07-15,4,717
Barnet,E09000003,2020-07-15,7,1623
Bexley,E09000004,2020-07-15,0,1071
Brent,E09000005,2020-07-15,2,1747
Bromley,E09000006,2020-07-15,2,1524
Camden,E09000007,2020-07-15,1,703
Croydon,E09000008,2020-07-15,2,1866
Ealing,E09000009,2020-07-15,2,1576
Enfield,E09000010,2020-07-15,1,1200
Greenwich,E09000011,2020-07-15,3,954
Hackney and City of London,E09000012,2020-07-15,10,860
Hammersmith and Fulham,E09000013,2020-07-15,0,758
Haringey,E09000014,2020-07-15,1,769
Harrow,E09000015,2020-07-15,2,1284
Havering,E09000016,2020-07-15,2,957
Hillingdon,E09000017,2020-07-15,3,1121
Hounslow,E09000018,2020-07-15,1,1076
Islington,E09000019,2020-07-15,1,565
Kensington and Chelsea,E09000020,2020-07-15,3,569
Kingston upon Thames,E09000021,2020-07-15,0,742
Lambeth,E09000022,2020-07-15,3,1375
Lewisham,E09000023,2020-07-15,4,1211
Merton,E09000024,2020-07-15,0,942
Newham,E09000025,2020-07-15,5,1294
Redbridge,E09000026,2020-07-15,3,1132
Richmond upon Thames,E09000027,2020-07-15,1,540
Southwark,E09000028,2020-07-15,3,1454
Sutton,E09000029,2020-07-15,0,1012
Tower Hamlets,E09000030,2020-07-15,1,820
Waltham Forest,E09000031,2020-07-15,4,1033
Wandsworth,E09000032,2020-07-15,3,1174
Westminster,E09000033,2020-07-15,2,794
Barking and Dagenham,E09000002,2020-07-16,1,718
Barnet,E09000003,2020-07-16,0,1623
Bexley,E09000004,2020-07-16,3,1074
Brent,E09000005,2020-07-16,2,1749
Bromley,E09000006,2020-07-16,1,1525
Camden,E09000007,2020-07-16,1,704
Croydon,E09000008,2020-07-16,2,1868
Ealing,E09000009,2020-07-16,0,1576
Enfield,E09000010,2020-07-16,2,1202
Greenwich,E09000011,2020-07-16,1,955
Hackney and City of London,E09000012,2020-07-16,8,868
Hammersmith and Fulham,E09000013,2020-07-16,1,759
Haringey,E09000014,2020-07-16,1,770
Harrow,E09000015,2020-07-16,0,1284
Havering,E09000016,2020-07-16,3,960
Hillingdon,E09000017,2020-07-16,7,1128
Hounslow,E09000018,2020-07-16,3,1079
Islington,E09000019,2020-07-16,2,567
Kensington and Chelsea,E09000020,2020-07-16,1,570
Kingston upon Thames,E09000021,2020-07-16,1,743
Lambeth,E09000022,2020-07-16,2,1377
Lewisham,E09000023,2020-07-16,4,1215
Merton,E09000024,2020-07-16,1,943
Newham,E09000025,2020-07-16,2,1296
Redbridge,E09000026,2020-07-16,3,1135
Richmond upon Thames,E09000027,2020-07-16,1,541
Southwark,E09000028,2020-07-16,2,1456
Sutton,E09000029,2020-07-16,1,1013
Tower Hamlets,E09000030,2020-07-16,3,823
Waltham Forest,E09000031,2020-07-16,3,1036
Wandsworth,E09000032,2020-07-16,5,1179
Westminster,E09000033,2020-07-16,3,797
Barking and Dagenham,E09000002,2020-07-17,1,719
Barnet,E09000003,2020-07-17,4,1627
Bexley,E09000004,2020-07-17,3,1077
Brent,E09000005,2020-07-17,2,1751
Bromley,E09000006,2020-07-17,0,1525
Camden,E09000007,2020-07-17,0,704
Croydon,E09000008,2020-07-17,1,1869
Ealing,E09000009,2020-07-17,3,1579
Enfield,E09000010,2020-07-17,0,1202
Greenwich,E09000011,2020-07-17,1,956
Hackney and City of London,E09000012,2020-07-17,1,869
Hammersmith and Fulham,E09000013,2020-07-17,2,761
Haringey,E09000014,2020-07-17,2,772
Harrow,E09000015,2020-07-17,0,1284
Havering,E09000016,2020-07-17,1,961
Hillingdon,E09000017,2020-07-17,1,1129
Hounslow,E09000018,2020-07-17,2,1081
Islington,E09000019,2020-07-17,1,568
Kensington and Chelsea,E09000020,2020-07-17,1,571
Kingston upon Thames,E09000021,2020-07-17,1,744
Lambeth,E09000022,2020-07-17,0,1377
Lewisham,E09000023,2020-07-17,1,1216
Merton,E09000024,2020-07-17,4,947
Newham,E09000025,2020-07-17,3,1299
Redbridge,E09000026,2020-07-17,1,1136
Richmond upon Thames,E09000027,2020-07-17,0,541
Southwark,E09000028,2020-07-17,1,1457
Sutton,E09000029,2020-07-17,0,1013
Tower Hamlets,E09000030,2020-07-17,6,829
Waltham Forest,E09000031,2020-07-17,1,1037
Wandsworth,E09000032,2020-07-17,3,1182
Westminster,E09000033,2020-07-17,1,798
Barking and Dagenham,E09000002,2020-07-18,1,720
Barnet,E09000003,2020-07-18,4,1631
Bexley,E09000004,2020-07-18,0,1077
Brent,E09000005,2020-07-18,0,1751
Bromley,E09000006,2020-07-18,1,1526
Camden,E09000007,2020-07-18,1,705
Croydon,E09000008,2020-07-18,0,1869
Ealing,E09000009,2020-07-18,2,1581
Enfield,E09000010,2020-07-18,4,1206
Greenwich,E09000011,2020-07-18,0,956
Hackney and City of London,E09000012,2020-07-18,7,876
Hammersmith and Fulham,E09000013,2020-07-18,0,761
Haringey,E09000014,2020-07-18,3,775
Harrow,E09000015,2020-07-18,0,1284
Havering,E09000016,2020-07-18,2,963
Hillingdon,E09000017,2020-07-18,2,1131
Hounslow,E09000018,2020-07-18,0,1081
Islington,E09000019,2020-07-18,2,570
Kensington and Chelsea,E09000020,2020-07-18,0,571
Kingston upon Thames,E09000021,2020-07-18,0,744
Lambeth,E09000022,2020-07-18,1,1378
Lewisham,E09000023,2020-07-18,1,1217
Merton,E09000024,2020-07-18,1,948
Newham,E09000025,2020-07-18,3,1302
Redbridge,E09000026,2020-07-18,4,1140
Richmond upon Thames,E09000027,2020-07-18,1,542
Southwark,E09000028,2020-07-18,3,1460
Sutton,E09000029,2020-07-18,0,1013
Tower Hamlets,E09000030,2020-07-18,2,831
Waltham Forest,E09000031,2020-07-18,0,1037
Wandsworth,E09000032,2020-07-18,2,1184
Westminster,E09000033,2020-07-18,0,798
Barking and Dagenham,E09000002,2020-07-19,0,720
Barnet,E09000003,2020-07-19,2,1633
Bexley,E09000004,2020-07-19,4,1081
Brent,E09000005,2020-07-19,0,1751
Bromley,E09000006,2020-07-19,0,1526
Camden,E09000007,2020-07-19,1,706
Croydon,E09000008,2020-07-19,1,1870
Ealing,E09000009,2020-07-19,2,1583
Enfield,E09000010,2020-07-19,3,1209
Greenwich,E09000011,2020-07-19,0,956
Hackney and City of London,E09000012,2020-07-19,5,881
Hammersmith and Fulham,E09000013,2020-07-19,0,761
Haringey,E09000014,2020-07-19,2,777
Harrow,E09000015,2020-07-19,0,1284
Havering,E09000016,2020-07-19,1,964
Hillingdon,E09000017,2020-07-19,0,1131
Hounslow,E09000018,2020-07-19,2,1083
Islington,E09000019,2020-07-19,0,570
Kensington and Chelsea,E09000020,2020-07-19,1,572
Kingston upon Thames,E09000021,2020-07-19,0,744
Lambeth,E09000022,2020-07-19,1,1379
Lewisham,E09000023,2020-07-19,1,1218
Merton,E09000024,2020-07-19,0,948
Newham,E09000025,2020-07-19,1,1303
Redbridge,E09000026,2020-07-19,3,1143
Richmond upon Thames,E09000027,2020-07-19,0,542
Southwark,E09000028,2020-07-19,1,1461
Sutton,E09000029,2020-07-19,2,1015
Tower Hamlets,E09000030,2020-07-19,3,834
Waltham Forest,E09000031,2020-07-19,2,1039
Wandsworth,E09000032,2020-07-19,1,1185
Westminster,E09000033,2020-07-19,2,800
Barking and Dagenham,E09000002,2020-07-20,2,722
Barnet,E09000003,2020-07-20,2,1635
Bexley,E09000004,2020-07-20,4,1085
Brent,E09000005,2020-07-20,3,1754
Bromley,E09000006,2020-07-20,2,1528
Camden,E09000007,2020-07-20,0,706
Croydon,E09000008,2020-07-20,2,1872
Ealing,E09000009,2020-07-20,9,1592
Enfield,E09000010,2020-07-20,0,1209
Greenwich,E09000011,2020-07-20,0,956
Hackney and City of London,E09000012,2020-07-20,13,894
Hammersmith and Fulham,E09000013,2020-07-20,3,764
Haringey,E09000014,2020-07-20,3,780
Harrow,E09000015,2020-07-20,4,1288
Havering,E09000016,2020-07-20,6,970
Hillingdon,E09000017,2020-07-20,3,1134
Hounslow,E09000018,2020-07-20,4,1087
Islington,E09000019,2020-07-20,2,572
Kensington and Chelsea,E09000020,2020-07-20,2,574
Kingston upon Thames,E09000021,2020-07-20,1,745
Lambeth,E09000022,2020-07-20,4,1383
Lewisham,E09000023,2020-07-20,5,1223
Merton,E09000024,2020-07-20,4,952
Newham,E09000025,2020-07-20,1,1304
Redbridge,E09000026,2020-07-20,1,1144
Richmond upon Thames,E09000027,2020-07-20,1,543
Southwark,E09000028,2020-07-20,5,1466
Sutton,E09000029,2020-07-20,1,1016
Tower Hamlets,E09000030,2020-07-20,4,838
Waltham Forest,E09000031,2020-07-20,2,1041
Wandsworth,E09000032,2020-07-20,3,1188
Westminster,E09000033,2020-07-20,2,802
Barking and Dagenham,E09000002,2020-07-21,2,724
Barnet,E09000003,2020-07-21,2,1637
Bexley,E09000004,2020-07-21,0,1085
Brent,E09000005,2020-07-21,6,1760
Bromley,E09000006,2020-07-21,0,1528
Camden,E09000007,2020-07-21,0,706
Croydon,E09000008,2020-07-21,1,1873
Ealing,E09000009,2020-07-21,0,1592
Enfield,E09000010,2020-07-21,1,1210
Greenwich,E09000011,2020-07-21,4,960
Hackney and City of London,E09000012,2020-07-21,11,905
Hammersmith and Fulham,E09000013,2020-07-21,1,765
Haringey,E09000014,2020-07-21,2,782
Harrow,E09000015,2020-07-21,4,1292
Havering,E09000016,2020-07-21,6,976
Hillingdon,E09000017,2020-07-21,2,1136
Hounslow,E09000018,2020-07-21,2,1089
Islington,E09000019,2020-07-21,3,575
Kensington and Chelsea,E09000020,2020-07-21,3,577
Kingston upon Thames,E09000021,2020-07-21,2,747
Lambeth,E09000022,2020-07-21,4,1387
Lewisham,E09000023,2020-07-21,2,1225
Merton,E09000024,2020-07-21,1,953
Newham,E09000025,2020-07-21,1,1305
Redbridge,E09000026,2020-07-21,2,1146
Richmond upon Thames,E09000027,2020-07-21,1,544
Southwark,E09000028,2020-07-21,1,1467
Sutton,E09000029,2020-07-21,4,1020
Tower Hamlets,E09000030,2020-07-21,8,846
Waltham Forest,E09000031,2020-07-21,2,1043
Wandsworth,E09000032,2020-07-21,2,1190
Westminster,E09000033,2020-07-21,1,803
Barking and Dagenham,E09000002,2020-07-22,3,727
Barnet,E09000003,2020-07-22,7,1644
Bexley,E09000004,2020-07-22,4,1089
Brent,E09000005,2020-07-22,9,1769
Bromley,E09000006,2020-07-22,1,1529
Camden,E09000007,2020-07-22,1,707
Croydon,E09000008,2020-07-22,3,1876
Ealing,E09000009,2020-07-22,6,1598
Enfield,E09000010,2020-07-22,1,1211
Greenwich,E09000011,2020-07-22,4,964
Hackney and City of London,E09000012,2020-07-22,5,910
Hammersmith and Fulham,E09000013,2020-07-22,5,770
Haringey,E09000014,2020-07-22,4,786
Harrow,E09000015,2020-07-22,0,1292
Havering,E09000016,2020-07-22,1,977
Hillingdon,E09000017,2020-07-22,2,1138
Hounslow,E09000018,2020-07-22,3,1092
Islington,E09000019,2020-07-22,1,576
Kensington and Chelsea,E09000020,2020-07-22,2,579
Kingston upon Thames,E09000021,2020-07-22,0,747
Lambeth,E09000022,2020-07-22,3,1390
Lewisham,E09000023,2020-07-22,0,1225
Merton,E09000024,2020-07-22,0,953
Newham,E09000025,2020-07-22,2,1307
Redbridge,E09000026,2020-07-22,1,1147
Richmond upon Thames,E09000027,2020-07-22,1,545
Southwark,E09000028,2020-07-22,4,1471
Sutton,E09000029,2020-07-22,2,1022
Tower Hamlets,E09000030,2020-07-22,3,849
Waltham Forest,E09000031,2020-07-22,0,1043
Wandsworth,E09000032,2020-07-22,1,1191
Westminster,E09000033,2020-07-22,1,804
Barking and Dagenham,E09000002,2020-07-23,2,729
Barnet,E09000003,2020-07-23,4,1648
Bexley,E09000004,2020-07-23,4,1093
Brent,E09000005,2020-07-23,3,1772
Bromley,E09000006,2020-07-23,1,1530
Camden,E09000007,2020-07-23,2,709
Croydon,E09000008,2020-07-23,0,1876
Ealing,E09000009,2020-07-23,2,1600
Enfield,E09000010,2020-07-23,1,1212
Greenwich,E09000011,2020-07-23,3,967
Hackney and City of London,E09000012,2020-07-23,3,913
Hammersmith and Fulham,E09000013,2020-07-23,1,771
Haringey,E09000014,2020-07-23,1,787
Harrow,E09000015,2020-07-23,1,1293
Havering,E09000016,2020-07-23,5,982
Hillingdon,E09000017,2020-07-23,2,1140
Hounslow,E09000018,2020-07-23,2,1094
Islington,E09000019,2020-07-23,2,578
Kensington and Chelsea,E09000020,2020-07-23,0,579
Kingston upon Thames,E09000021,2020-07-23,1,748
Lambeth,E09000022,2020-07-23,2,1392
Lewisham,E09000023,2020-07-23,3,1228
Merton,E09000024,2020-07-23,2,955
Newham,E09000025,2020-07-23,4,1311
Redbridge,E09000026,2020-07-23,2,1149
Richmond upon Thames,E09000027,2020-07-23,2,547
Southwark,E09000028,2020-07-23,2,1473
Sutton,E09000029,2020-07-23,3,1025
Tower Hamlets,E09000030,2020-07-23,4,853
Waltham Forest,E09000031,2020-07-23,2,1045
Wandsworth,E09000032,2020-07-23,2,1193
Westminster,E09000033,2020-07-23,2,806
Barking and Dagenham,E09000002,2020-07-24,0,729
Barnet,E09000003,2020-07-24,2,1650
Bexley,E09000004,2020-07-24,2,1095
Brent,E09000005,2020-07-24,6,1778
Bromley,E09000006,2020-07-24,0,1530
Camden,E09000007,2020-07-24,1,710
Croydon,E09000008,2020-07-24,1,1877
Ealing,E09000009,2020-07-24,3,1603
Enfield,E09000010,2020-07-24,1,1213
Greenwich,E09000011,2020-07-24,2,969
Hackney and City of London,E09000012,2020-07-24,7,920
Hammersmith and Fulham,E09000013,2020-07-24,5,776
Haringey,E09000014,2020-07-24,3,790
Harrow,E09000015,2020-07-24,1,1294
Havering,E09000016,2020-07-24,0,982
Hillingdon,E09000017,2020-07-24,4,1144
Hounslow,E09000018,2020-07-24,5,1099
Islington,E09000019,2020-07-24,3,581
Kensington and Chelsea,E09000020,2020-07-24,4,583
Kingston upon Thames,E09000021,2020-07-24,0,748
Lambeth,E09000022,2020-07-24,3,1395
Lewisham,E09000023,2020-07-24,5,1233
Merton,E09000024,2020-07-24,1,956
Newham,E09000025,2020-07-24,1,1312
Redbridge,E09000026,2020-07-24,2,1151
Richmond upon Thames,E09000027,2020-07-24,1,548
Southwark,E09000028,2020-07-24,1,1474
Sutton,E09000029,2020-07-24,1,1026
Tower Hamlets,E09000030,2020-07-24,7,860
Waltham Forest,E09000031,2020-07-24,1,1046
Wandsworth,E09000032,2020-07-24,6,1199
Westminster,E09000033,2020-07-24,4,810
Barking and Dagenham,E09000002,2020-07-25,1,730
Barnet,E09000003,2020-07-25,5,1655
Bexley,E09000004,2020-07-25,4,1099
Brent,E09000005,2020-07-25,2,1780
Bromley,E09000006,2020-07-25,1,1531
Camden,E09000007,2020-07-25,3,713
Croydon,E09000008,2020-07-25,2,1879
Ealing,E09000009,2020-07-25,1,1604
Enfield,E09000010,2020-07-25,0,1213
Greenwich,E09000011,2020-07-25,3,972
Hackney and City of London,E09000012,2020-07-25,2,922
Hammersmith and Fulham,E09000013,2020-07-25,1,777
Haringey,E09000014,2020-07-25,0,790
Harrow,E09000015,2020-07-25,1,1295
Havering,E09000016,2020-07-25,1,983
Hillingdon,E09000017,2020-07-25,0,1144
Hounslow,E09000018,2020-07-25,0,1099
Islington,E09000019,2020-07-25,1,582
Kensington and Chelsea,E09000020,2020-07-25,1,584
Kingston upon Thames,E09000021,2020-07-25,1,749
Lambeth,E09000022,2020-07-25,2,1397
Lewisham,E09000023,2020-07-25,5,1238
Merton,E09000024,2020-07-25,0,956
Newham,E09000025,2020-07-25,6,1318
Redbridge,E09000026,2020-07-25,2,1153
Richmond upon Thames,E09000027,2020-07-25,1,549
Southwark,E09000028,2020-07-25,2,1476
Sutton,E09000029,2020-07-25,3,1029
Tower Hamlets,E09000030,2020-07-25,1,861
Waltham Forest,E09000031,2020-07-25,2,1048
Wandsworth,E09000032,2020-07-25,1,1200
Westminster,E09000033,2020-07-25,1,811
Barking and Dagenham,E09000002,2020-07-26,7,737
Barnet,E09000003,2020-07-26,0,1655
Bexley,E09000004,2020-07-26,0,1099
Brent,E09000005,2020-07-26,3,1783
Bromley,E09000006,2020-07-26,0,1531
Camden,E09000007,2020-07-26,3,716
Croydon,E09000008,2020-07-26,2,1881
Ealing,E09000009,2020-07-26,1,1605
Enfield,E09000010,2020-07-26,2,1215
Greenwich,E09000011,2020-07-26,4,976
Hackney and City of London,E09000012,2020-07-26,13,935
Hammersmith and Fulham,E09000013,2020-07-26,2,779
Haringey,E09000014,2020-07-26,3,793
Harrow,E09000015,2020-07-26,2,1297
Havering,E09000016,2020-07-26,0,983
Hillingdon,E09000017,2020-07-26,1,1145
Hounslow,E09000018,2020-07-26,2,1101
Islington,E09000019,2020-07-26,2,584
Kensington and Chelsea,E09000020,2020-07-26,1,585
Kingston upon Thames,E09000021,2020-07-26,1,750
Lambeth,E09000022,2020-07-26,1,1398
Lewisham,E09000023,2020-07-26,0,1238
Merton,E09000024,2020-07-26,0,956
Newham,E09000025,2020-07-26,3,1321
Redbridge,E09000026,2020-07-26,4,1157
Richmond upon Thames,E09000027,2020-07-26,0,549
Southwark,E09000028,2020-07-26,4,1480
Sutton,E09000029,2020-07-26,0,1029
Tower Hamlets,E09000030,2020-07-26,0,861
Waltham Forest,E09000031,2020-07-26,1,1049
Wandsworth,E09000032,2020-07-26,1,1201
Westminster,E09000033,2020-07-26,2,813
Barking and Dagenham,E09000002,2020-07-27,3,740
Barnet,E09000003,2020-07-27,8,1663
Bexley,E09000004,2020-07-27,4,1103
Brent,E09000005,2020-07-27,8,1791
Bromley,E09000006,2020-07-27,2,1533
Camden,E09000007,2020-07-27,1,717
Croydon,E09000008,2020-07-27,4,1885
Ealing,E09000009,2020-07-27,4,1609
Enfield,E09000010,2020-07-27,1,1216
Greenwich,E09000011,2020-07-27,3,979
Hackney and City of London,E09000012,2020-07-27,9,944
Hammersmith and Fulham,E09000013,2020-07-27,3,782
Haringey,E09000014,2020-07-27,1,794
Harrow,E09000015,2020-07-27,5,1302
Havering,E09000016,2020-07-27,3,986
Hillingdon,E09000017,2020-07-27,1,1146
Hounslow,E09000018,2020-07-27,3,1104
Islington,E09000019,2020-07-27,2,586
Kensington and Chelsea,E09000020,2020-07-27,1,586
Kingston upon Thames,E09000021,2020-07-27,0,750
Lambeth,E09000022,2020-07-27,2,1400
Lewisham,E09000023,2020-07-27,4,1242
Merton,E09000024,2020-07-27,0,956
Newham,E09000025,2020-07-27,6,1327
Redbridge,E09000026,2020-07-27,1,1158
Richmond upon Thames,E09000027,2020-07-27,2,551
Southwark,E09000028,2020-07-27,3,1483
Sutton,E09000029,2020-07-27,2,1031
Tower Hamlets,E09000030,2020-07-27,4,865
Waltham Forest,E09000031,2020-07-27,1,1050
Wandsworth,E09000032,2020-07-27,5,1206
Westminster,E09000033,2020-07-27,4,817
Barking and Dagenham,E09000002,2020-07-28,6,746
Barnet,E09000003,2020-07-28,8,1671
Bexley,E09000004,2020-07-28,0,1103
Brent,E09000005,2020-07-28,3,1794
Bromley,E09000006,2020-07-28,1,1534
Camden,E09000007,2020-07-28,1,718
Croydon,E09000008,2020-07-28,2,1887
Ealing,E09000009,2020-07-28,5,1614
Enfield,E09000010,2020-07-28,4,1220
Greenwich,E09000011,2020-07-28,0,979
Hackney and City of London,E09000012,2020-07-28,9,953
Hammersmith and Fulham,E09000013,2020-07-28,0,782
Haringey,E09000014,2020-07-28,2,796
Harrow,E09000015,2020-07-28,5,1307
Havering,E09000016,2020-07-28,4,990
Hillingdon,E09000017,2020-07-28,6,1152
Hounslow,E09000018,2020-07-28,3,1107
Islington,E09000019,2020-07-28,2,588
Kensington and Chelsea,E09000020,2020-07-28,3,589
Kingston upon Thames,E09000021,2020-07-28,0,750
Lambeth,E09000022,2020-07-28,9,1409
Lewisham,E09000023,2020-07-28,1,1243
Merton,E09000024,2020-07-28,1,957
Newham,E09000025,2020-07-28,2,1329
Redbridge,E09000026,2020-07-28,4,1162
Richmond upon Thames,E09000027,2020-07-28,1,552
Southwark,E09000028,2020-07-28,4,1487
Sutton,E09000029,2020-07-28,2,1033
Tower Hamlets,E09000030,2020-07-28,5,870
